colour	shape	x	y	showSelected1	showSelected2	fill
#70AD47	2	-0.384426847384491	2.86929062242358	9	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	9	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	9	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	9	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	9	second class	#70AD47
#70AD47	2	0.345415356081182	2.76728726937265	10	second class	#70AD47
#70AD47	2	0.494042537885743	2.34303882517041	10	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	10	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	10	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	10	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	10	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	10	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	10	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	10	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	10	second class	#70AD47
#70AD47	2	0.345415356081182	2.76728726937265	11	second class	#70AD47
#70AD47	2	0.494042537885743	2.34303882517041	11	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	11	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	11	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	11	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	11	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	11	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	11	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	11	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	11	second class	#70AD47
#70AD47	2	1.37001880991629	1.26709879077223	11	second class	#70AD47
#4472C4	1	0.433023701701037	0.98039989850586	11	first class	#4472C4
#70AD47	2	1.59394618762842	1.33295037121352	11	second class	#70AD47
#70AD47	2	0.347905219319001	0.943103222152607	11	second class	#70AD47
#70AD47	2	0.926435595873674	0.962365828532952	11	second class	#70AD47
#70AD47	2	0.345415356081182	2.76728726937265	12	second class	#70AD47
#70AD47	2	0.494042537885743	2.34303882517041	12	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	12	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	12	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	12	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	12	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	12	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	12	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	12	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	12	second class	#70AD47
#70AD47	2	1.37001880991629	1.26709879077223	12	second class	#70AD47
#4472C4	1	0.433023701701037	0.98039989850586	12	first class	#4472C4
#70AD47	2	1.59394618762842	1.33295037121352	12	second class	#70AD47
#70AD47	2	0.347905219319001	0.943103222152607	12	second class	#70AD47
#70AD47	2	0.926435595873674	0.962365828532952	12	second class	#70AD47
#70AD47	2	0.431331267181498	0.864821384876168	12	second class	#70AD47
#70AD47	2	0.785420591453131	0.820443469956613	12	second class	#70AD47
#70AD47	2	2.16040261569495	1.700213649515	12	second class	#70AD47
#70AD47	2	1.45018710127266	0.981440167285362	12	second class	#70AD47
#70AD47	2	0.680007131451493	0.720886697023441	12	second class	#70AD47
#70AD47	2	0.345415356081182	2.76728726937265	13	second class	#70AD47
#70AD47	2	0.494042537885743	2.34303882517041	13	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	13	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	13	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	13	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	13	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	13	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	13	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	13	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	13	second class	#70AD47
#70AD47	2	1.37001880991629	1.26709879077223	13	second class	#70AD47
#4472C4	1	0.433023701701037	0.98039989850586	13	first class	#4472C4
#70AD47	2	1.59394618762842	1.33295037121352	13	second class	#70AD47
#70AD47	2	0.347905219319001	0.943103222152607	13	second class	#70AD47
#70AD47	2	0.926435595873674	0.962365828532952	13	second class	#70AD47
#70AD47	2	0.431331267181498	0.864821384876168	13	second class	#70AD47
#70AD47	2	0.785420591453131	0.820443469956613	13	second class	#70AD47
#70AD47	2	2.16040261569495	1.700213649515	13	second class	#70AD47
#70AD47	2	1.45018710127266	0.981440167285362	13	second class	#70AD47
#70AD47	2	0.680007131451493	0.720886697023441	13	second class	#70AD47
#70AD47	2	0.318339521244343	0.675729727753681	13	second class	#70AD47
#4472C4	1	-0.846746661788102	1.17261167036215	13	first class	#4472C4
#70AD47	2	0.792619256398035	0.607192070558016	13	second class	#70AD47
#70AD47	2	1.49418833126783	0.822669517730394	13	second class	#70AD47
#70AD47	2	0.364263546051023	0.538355269639434	13	second class	#70AD47
#70AD47	2	0.345415356081182	2.76728726937265	14	second class	#70AD47
#70AD47	2	0.494042537885743	2.34303882517041	14	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	14	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	14	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	14	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	14	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	14	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	14	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	14	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	14	second class	#70AD47
#70AD47	2	1.37001880991629	1.26709879077223	14	second class	#70AD47
#4472C4	1	0.433023701701037	0.98039989850586	14	first class	#4472C4
#70AD47	2	1.59394618762842	1.33295037121352	14	second class	#70AD47
#70AD47	2	0.347905219319001	0.943103222152607	14	second class	#70AD47
#70AD47	2	0.926435595873674	0.962365828532952	14	second class	#70AD47
#70AD47	2	0.431331267181498	0.864821384876168	14	second class	#70AD47
#70AD47	2	0.785420591453131	0.820443469956613	14	second class	#70AD47
#70AD47	2	2.16040261569495	1.700213649515	14	second class	#70AD47
#70AD47	2	1.45018710127266	0.981440167285362	14	second class	#70AD47
#70AD47	2	0.680007131451493	0.720886697023441	14	second class	#70AD47
#70AD47	2	0.318339521244343	0.675729727753681	14	second class	#70AD47
#4472C4	1	-0.846746661788102	1.17261167036215	14	first class	#4472C4
#70AD47	2	0.792619256398035	0.607192070558016	14	second class	#70AD47
#70AD47	2	1.49418833126783	0.822669517730394	14	second class	#70AD47
#70AD47	2	0.364263546051023	0.538355269639434	14	second class	#70AD47
#70AD47	2	0.699023873163389	0.471720095554994	14	second class	#70AD47
#70AD47	2	-0.224612614898356	0.526599363560688	14	second class	#70AD47
#70AD47	2	1.06016044043452	0.411105513740336	14	second class	#70AD47
#70AD47	2	2.58683345454085	1.5584864255653	14	second class	#70AD47
#70AD47	2	-0.276592208458037	0.426734585763114	14	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	15	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	16	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	16	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	17	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	17	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	17	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	18	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	18	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	18	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	18	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	19	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	19	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	19	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	19	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	19	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	20	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	20	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	20	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	20	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	20	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	20	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	21	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	21	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	21	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	21	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	21	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	21	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	21	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	22	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	22	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	22	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	22	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	22	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	22	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	22	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	22	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	23	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	23	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	23	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	23	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	23	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	23	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	23	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	23	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	23	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	24	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	24	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	24	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	24	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	24	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	24	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	24	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	24	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	24	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	24	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	25	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	25	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	25	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	25	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	25	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	25	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	25	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	25	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	25	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	25	first class	#4472C4
#70AD47	2	-0.276592208458037	0.426734585763114	25	second class	#70AD47
#4472C4	1	-0.38017425210529	-1.056128739529	25	first class	#4472C4
#4472C4	1	-1.01619026309895	-0.0561637893147008	25	first class	#4472C4
#4472C4	1	-0.612328388440631	-1.05380504058291	25	first class	#4472C4
#70AD47	2	-0.224612614898356	0.526599363560688	25	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	26	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	26	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	26	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	26	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	26	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	26	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	26	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	26	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	26	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	26	first class	#4472C4
#70AD47	2	-0.276592208458037	0.426734585763114	26	second class	#70AD47
#4472C4	1	-0.38017425210529	-1.056128739529	26	first class	#4472C4
#4472C4	1	-1.01619026309895	-0.0561637893147008	26	first class	#4472C4
#4472C4	1	-0.612328388440631	-1.05380504058291	26	first class	#4472C4
#70AD47	2	-0.224612614898356	0.526599363560688	26	second class	#70AD47
#4472C4	1	-0.430280372557587	-1.13505460388082	26	first class	#4472C4
#4472C4	1	0.124930918143108	-1.04493360901523	26	first class	#4472C4
#4472C4	1	-1.11234621215023	-0.118892273545785	26	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	26	first class	#4472C4
#70AD47	2	-0.664972436212003	0.536469598527614	26	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	27	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	27	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	27	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	27	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	27	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	27	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	27	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	27	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	27	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	27	first class	#4472C4
#70AD47	2	-0.276592208458037	0.426734585763114	27	second class	#70AD47
#4472C4	1	-0.38017425210529	-1.056128739529	27	first class	#4472C4
#4472C4	1	-1.01619026309895	-0.0561637893147008	27	first class	#4472C4
#4472C4	1	-0.612328388440631	-1.05380504058291	27	first class	#4472C4
#70AD47	2	-0.224612614898356	0.526599363560688	27	second class	#70AD47
#4472C4	1	-0.430280372557587	-1.13505460388082	27	first class	#4472C4
#4472C4	1	0.124930918143108	-1.04493360901523	27	first class	#4472C4
#4472C4	1	-1.11234621215023	-0.118892273545785	27	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	27	first class	#4472C4
#70AD47	2	-0.664972436212003	0.536469598527614	27	second class	#70AD47
#4472C4	1	-0.424218648346508	-1.30538838715636	27	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	27	first class	#4472C4
#70AD47	2	0.681931625456156	0.0706378525462976	27	second class	#70AD47
#70AD47	2	0.364263546051023	0.538355269639434	27	second class	#70AD47
#70AD47	2	0.318339521244343	0.675729727753681	27	second class	#70AD47
#4472C4	1	-0.303036624595263	-0.443336801326343	28	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	28	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	28	first class	#4472C4
#4472C4	1	-0.512570947571515	-0.261675294870783	28	first class	#4472C4
#70AD47	2	-0.487460310141485	-0.0751922966156808	28	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	28	second class	#70AD47
#4472C4	1	-0.63541803786317	-0.231467075484584	28	first class	#4472C4
#4472C4	1	0.100025371983883	-0.236824251542456	28	first class	#4472C4
#70AD47	2	-0.115920105042845	0.249180998806552	28	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	28	first class	#4472C4
#70AD47	2	-0.276592208458037	0.426734585763114	28	second class	#70AD47
#4472C4	1	-0.38017425210529	-1.056128739529	28	first class	#4472C4
#4472C4	1	-1.01619026309895	-0.0561637893147008	28	first class	#4472C4
#4472C4	1	-0.612328388440631	-1.05380504058291	28	first class	#4472C4
#70AD47	2	-0.224612614898356	0.526599363560688	28	second class	#70AD47
#4472C4	1	-0.430280372557587	-1.13505460388082	28	first class	#4472C4
#4472C4	1	0.124930918143108	-1.04493360901523	28	first class	#4472C4
#4472C4	1	-1.11234621215023	-0.118892273545785	28	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	28	first class	#4472C4
#70AD47	2	-0.664972436212003	0.536469598527614	28	second class	#70AD47
#4472C4	1	-0.424218648346508	-1.30538838715636	28	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	28	first class	#4472C4
#70AD47	2	0.681931625456156	0.0706378525462976	28	second class	#70AD47
#70AD47	2	0.364263546051023	0.538355269639434	28	second class	#70AD47
#70AD47	2	0.318339521244343	0.675729727753681	28	second class	#70AD47
#4472C4	1	-1.47815005510862	-0.582058439800298	28	first class	#4472C4
#70AD47	2	0.699023873163389	0.471720095554994	28	second class	#70AD47
#4472C4	1	-1.16452359625359	-1.25336168013651	28	first class	#4472C4
#4472C4	1	-1.39428995371035	-1.05931339671119	28	first class	#4472C4
#4472C4	1	-0.601894119632932	-1.61202639325077	28	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	29	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	30	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	30	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	31	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	31	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	31	second class	#70AD47
#4472C4	1	1.40161776050478	-1.03924000273317	32	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	32	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	32	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	32	second class	#70AD47
#4472C4	1	1.40161776050478	-1.03924000273317	33	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	33	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	33	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	33	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	33	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	34	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	34	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	34	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	34	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	34	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	34	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	35	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	35	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	35	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	35	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	35	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	35	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	35	second class	#70AD47
#4472C4	1	1.40161776050478	-1.03924000273317	36	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	36	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	36	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	36	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	36	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	36	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	36	second class	#70AD47
#4472C4	1	-0.389273646510945	-1.93409763164425	36	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	37	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	37	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	37	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	37	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	37	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	37	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	37	second class	#70AD47
#4472C4	1	-0.389273646510945	-1.93409763164425	37	first class	#4472C4
#4472C4	1	-0.424218648346508	-1.30538838715636	37	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	38	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	38	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	38	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	38	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	38	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	38	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	38	second class	#70AD47
#4472C4	1	-0.389273646510945	-1.93409763164425	38	first class	#4472C4
#4472C4	1	-0.424218648346508	-1.30538838715636	38	first class	#4472C4
#4472C4	1	-0.310260637549223	-0.971997841219334	38	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	39	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	39	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	39	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	39	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	39	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	39	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	39	second class	#70AD47
#4472C4	1	-0.389273646510945	-1.93409763164425	39	first class	#4472C4
#4472C4	1	-0.424218648346508	-1.30538838715636	39	first class	#4472C4
#4472C4	1	-0.310260637549223	-0.971997841219334	39	first class	#4472C4
#4472C4	1	-0.38017425210529	-1.056128739529	39	first class	#4472C4
#4472C4	1	-0.524490471100338	-1.70994643092181	39	first class	#4472C4
#4472C4	1	-0.430280372557587	-1.13505460388082	39	first class	#4472C4
#4472C4	1	-0.601894119632932	-1.61202639325077	39	first class	#4472C4
#70AD47	2	0.681931625456156	0.0706378525462976	39	second class	#70AD47
#4472C4	1	1.40161776050478	-1.03924000273317	40	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	40	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	40	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	40	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	40	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	40	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	40	second class	#70AD47
#4472C4	1	-0.389273646510945	-1.93409763164425	40	first class	#4472C4
#4472C4	1	-0.424218648346508	-1.30538838715636	40	first class	#4472C4
#4472C4	1	-0.310260637549223	-0.971997841219334	40	first class	#4472C4
#4472C4	1	-0.38017425210529	-1.056128739529	40	first class	#4472C4
#4472C4	1	-0.524490471100338	-1.70994643092181	40	first class	#4472C4
#4472C4	1	-0.430280372557587	-1.13505460388082	40	first class	#4472C4
#4472C4	1	-0.601894119632932	-1.61202639325077	40	first class	#4472C4
#70AD47	2	0.681931625456156	0.0706378525462976	40	second class	#70AD47
#4472C4	1	0.100025371983883	-0.236824251542456	40	first class	#4472C4
#70AD47	2	-0.286300530434326	-0.640605534418578	40	second class	#70AD47
#4472C4	1	-0.67049222818464	-1.82046838411802	40	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	40	first class	#4472C4
#4472C4	1	-0.658880308575575	-2.12936309608079	40	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	41	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	41	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	41	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	41	second class	#70AD47
#4472C4	1	0.124930918143108	-1.04493360901523	41	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	41	first class	#4472C4
#70AD47	2	2.1780869965732	-0.523566800429762	41	second class	#70AD47
