x	xend	y	yend	showSelected1
0.6	1.42646422147681	0.3	0.508968833943465	9
0.6	0.694037336260083	0.3	1.18130347974915	9
0.6	0.782025085341705	0.3	0.497676546890698	10
0.6	0.786913136803078	0.3	0.51647060442954	10
0.6	0.374960732150743	0.3	-0.0717912264755778	10
0.6	0.27110877070886	0.3	-0.0185753831070887	10
0.6	0.619528998987617	0.3	0.861108637560955	10
0.6	0.938088289423278	0.3	-0.220717712254536	10
0.6	-0.0260044483072397	0.3	0.66679261633058	10
0.6	1.42646422147681	0.3	0.508968833943465	10
0.6	0.694037336260083	0.3	1.18130347974915	10
0.6	1.15337311783652	0.3	1.0530042267305	10
0.6	0.782025085341705	0.3	0.497676546890698	11
0.6	0.786913136803078	0.3	0.51647060442954	11
0.6	0.374960732150743	0.3	-0.0717912264755778	11
0.6	0.27110877070886	0.3	-0.0185753831070887	11
0.6	0.619528998987617	0.3	0.861108637560955	11
0.6	0.938088289423278	0.3	-0.220717712254536	11
0.6	-0.0260044483072397	0.3	0.66679261633058	11
0.6	1.42646422147681	0.3	0.508968833943465	11
0.6	0.694037336260083	0.3	1.18130347974915	11
0.6	1.15337311783652	0.3	1.0530042267305	11
0.6	1.55391765353759	0.3	0.715226992948991	11
0.6	0.782025085341705	0.3	0.497676546890698	12
0.6	0.786913136803078	0.3	0.51647060442954	12
0.6	0.374960732150743	0.3	-0.0717912264755778	12
0.6	0.27110877070886	0.3	-0.0185753831070887	12
0.6	0.619528998987617	0.3	0.861108637560955	12
0.6	0.938088289423278	0.3	-0.220717712254536	12
0.6	-0.0260044483072397	0.3	0.66679261633058	12
0.6	1.42646422147681	0.3	0.508968833943465	12
0.6	0.694037336260083	0.3	1.18130347974915	12
0.6	1.15337311783652	0.3	1.0530042267305	12
0.6	1.55391765353759	0.3	0.715226992948991	12
0.6	0.224081797439462	0.3	-0.746681486005245	12
0.6	0.782025085341705	0.3	0.497676546890698	13
0.6	0.786913136803078	0.3	0.51647060442954	13
0.6	0.374960732150743	0.3	-0.0717912264755778	13
0.6	0.27110877070886	0.3	-0.0185753831070887	13
0.6	0.619528998987617	0.3	0.861108637560955	13
0.6	0.938088289423278	0.3	-0.220717712254536	13
0.6	-0.0260044483072397	0.3	0.66679261633058	13
0.6	1.42646422147681	0.3	0.508968833943465	13
0.6	0.694037336260083	0.3	1.18130347974915	13
0.6	1.15337311783652	0.3	1.0530042267305	13
0.6	1.55391765353759	0.3	0.715226992948991	13
0.6	0.224081797439462	0.3	-0.746681486005245	13
0.6	1.82158108163749	0.3	0.311991383532642	13
0.6	0.782025085341705	0.3	0.497676546890698	14
0.6	0.786913136803078	0.3	0.51647060442954	14
0.6	0.374960732150743	0.3	-0.0717912264755778	14
0.6	0.27110877070886	0.3	-0.0185753831070887	14
0.6	0.619528998987617	0.3	0.861108637560955	14
0.6	0.938088289423278	0.3	-0.220717712254536	14
0.6	-0.0260044483072397	0.3	0.66679261633058	14
0.6	1.42646422147681	0.3	0.508968833943465	14
0.6	0.694037336260083	0.3	1.18130347974915	14
0.6	1.15337311783652	0.3	1.0530042267305	14
0.6	1.55391765353759	0.3	0.715226992948991	14
0.6	0.224081797439462	0.3	-0.746681486005245	14
0.6	1.82158108163749	0.3	0.311991383532642	14
0.6	-0.0678237059868452	0.3	1.37963948275988	14
0.6	0.782025085341705	0.3	0.497676546890698	15
0.6	0.786913136803078	0.3	0.51647060442954	15
0.6	0.374960732150743	0.3	-0.0717912264755778	15
0.6	0.27110877070886	0.3	-0.0185753831070887	15
0.6	0.619528998987617	0.3	0.861108637560955	15
0.6	0.938088289423278	0.3	-0.220717712254536	15
0.6	-0.0260044483072397	0.3	0.66679261633058	15
0.6	1.42646422147681	0.3	0.508968833943465	15
0.6	0.694037336260083	0.3	1.18130347974915	15
0.6	1.15337311783652	0.3	1.0530042267305	15
0.6	1.55391765353759	0.3	0.715226992948991	15
0.6	0.224081797439462	0.3	-0.746681486005245	15
0.6	1.82158108163749	0.3	0.311991383532642	15
0.6	-0.0678237059868452	0.3	1.37963948275988	15
0.6	1.87813348753304	0.3	0.290799237417607	15
0.6	0.782025085341705	0.3	0.497676546890698	16
0.6	0.786913136803078	0.3	0.51647060442954	16
0.6	0.374960732150743	0.3	-0.0717912264755778	16
0.6	0.27110877070886	0.3	-0.0185753831070887	16
0.6	0.619528998987617	0.3	0.861108637560955	16
0.6	0.938088289423278	0.3	-0.220717712254536	16
0.6	-0.0260044483072397	0.3	0.66679261633058	16
0.6	1.42646422147681	0.3	0.508968833943465	16
0.6	0.694037336260083	0.3	1.18130347974915	16
0.6	1.15337311783652	0.3	1.0530042267305	16
0.6	1.55391765353759	0.3	0.715226992948991	16
0.6	0.224081797439462	0.3	-0.746681486005245	16
0.6	1.82158108163749	0.3	0.311991383532642	16
0.6	-0.0678237059868452	0.3	1.37963948275988	16
0.6	1.87813348753304	0.3	0.290799237417607	16
0.6	-0.870712264839054	0.3	0.207961998304991	16
0.6	0.782025085341705	0.3	0.497676546890698	17
0.6	0.786913136803078	0.3	0.51647060442954	17
0.6	0.374960732150743	0.3	-0.0717912264755778	17
0.6	0.27110877070886	0.3	-0.0185753831070887	17
0.6	0.619528998987617	0.3	0.861108637560955	17
0.6	0.938088289423278	0.3	-0.220717712254536	17
0.6	-0.0260044483072397	0.3	0.66679261633058	17
0.6	1.42646422147681	0.3	0.508968833943465	17
0.6	0.694037336260083	0.3	1.18130347974915	17
0.6	1.15337311783652	0.3	1.0530042267305	17
0.6	1.55391765353759	0.3	0.715226992948991	17
0.6	0.224081797439462	0.3	-0.746681486005245	17
0.6	1.82158108163749	0.3	0.311991383532642	17
0.6	-0.0678237059868452	0.3	1.37963948275988	17
0.6	1.87813348753304	0.3	0.290799237417607	17
0.6	-0.870712264839054	0.3	0.207961998304991	17
0.6	-0.298644098436315	0.3	-0.876145756155386	17
0.6	0.782025085341705	0.3	0.497676546890698	18
0.6	0.786913136803078	0.3	0.51647060442954	18
0.6	0.374960732150743	0.3	-0.0717912264755778	18
0.6	0.27110877070886	0.3	-0.0185753831070887	18
0.6	0.619528998987617	0.3	0.861108637560955	18
0.6	0.938088289423278	0.3	-0.220717712254536	18
0.6	-0.0260044483072397	0.3	0.66679261633058	18
0.6	1.42646422147681	0.3	0.508968833943465	18
0.6	0.694037336260083	0.3	1.18130347974915	18
0.6	1.15337311783652	0.3	1.0530042267305	18
0.6	1.55391765353759	0.3	0.715226992948991	18
0.6	0.224081797439462	0.3	-0.746681486005245	18
0.6	1.82158108163749	0.3	0.311991383532642	18
0.6	-0.0678237059868452	0.3	1.37963948275988	18
0.6	1.87813348753304	0.3	0.290799237417607	18
0.6	-0.870712264839054	0.3	0.207961998304991	18
0.6	-0.298644098436315	0.3	-0.876145756155386	18
0.6	-0.88931728405488	0.3	0.368602284014458	18
0.6	0.782025085341705	0.3	0.497676546890698	19
0.6	0.786913136803078	0.3	0.51647060442954	19
0.6	0.374960732150743	0.3	-0.0717912264755778	19
0.6	0.27110877070886	0.3	-0.0185753831070887	19
0.6	0.619528998987617	0.3	0.861108637560955	19
0.6	0.938088289423278	0.3	-0.220717712254536	19
0.6	-0.0260044483072397	0.3	0.66679261633058	19
0.6	1.42646422147681	0.3	0.508968833943465	19
0.6	0.694037336260083	0.3	1.18130347974915	19
0.6	1.15337311783652	0.3	1.0530042267305	19
0.6	1.55391765353759	0.3	0.715226992948991	19
0.6	0.224081797439462	0.3	-0.746681486005245	19
0.6	1.82158108163749	0.3	0.311991383532642	19
0.6	-0.0678237059868452	0.3	1.37963948275988	19
0.6	1.87813348753304	0.3	0.290799237417607	19
0.6	-0.870712264839054	0.3	0.207961998304991	19
0.6	-0.298644098436315	0.3	-0.876145756155386	19
0.6	-0.88931728405488	0.3	0.368602284014458	19
0.6	0.704928517007729	0.3	-1.30916887564081	19
0.6	0.782025085341705	0.3	0.497676546890698	20
0.6	0.786913136803078	0.3	0.51647060442954	20
0.6	0.374960732150743	0.3	-0.0717912264755778	20
0.6	0.27110877070886	0.3	-0.0185753831070887	20
0.6	0.619528998987617	0.3	0.861108637560955	20
0.6	0.938088289423278	0.3	-0.220717712254536	20
0.6	-0.0260044483072397	0.3	0.66679261633058	20
0.6	1.42646422147681	0.3	0.508968833943465	20
0.6	0.694037336260083	0.3	1.18130347974915	20
0.6	1.15337311783652	0.3	1.0530042267305	20
0.6	1.55391765353759	0.3	0.715226992948991	20
0.6	0.224081797439462	0.3	-0.746681486005245	20
0.6	1.82158108163749	0.3	0.311991383532642	20
0.6	-0.0678237059868452	0.3	1.37963948275988	20
0.6	1.87813348753304	0.3	0.290799237417607	20
0.6	-0.870712264839054	0.3	0.207961998304991	20
0.6	-0.298644098436315	0.3	-0.876145756155386	20
0.6	-0.88931728405488	0.3	0.368602284014458	20
0.6	0.704928517007729	0.3	-1.30916887564081	20
0.6	-0.686693310742413	0.3	1.30352864140426	20
0.6	0.782025085341705	0.3	0.497676546890698	21
0.6	0.786913136803078	0.3	0.51647060442954	21
0.6	0.374960732150743	0.3	-0.0717912264755778	21
0.6	0.27110877070886	0.3	-0.0185753831070887	21
0.6	0.619528998987617	0.3	0.861108637560955	21
0.6	0.938088289423278	0.3	-0.220717712254536	21
0.6	-0.0260044483072397	0.3	0.66679261633058	21
0.6	1.42646422147681	0.3	0.508968833943465	21
0.6	0.694037336260083	0.3	1.18130347974915	21
0.6	1.15337311783652	0.3	1.0530042267305	21
0.6	1.55391765353759	0.3	0.715226992948991	21
0.6	0.224081797439462	0.3	-0.746681486005245	21
0.6	1.82158108163749	0.3	0.311991383532642	21
0.6	-0.0678237059868452	0.3	1.37963948275988	21
0.6	1.87813348753304	0.3	0.290799237417607	21
0.6	-0.870712264839054	0.3	0.207961998304991	21
0.6	-0.298644098436315	0.3	-0.876145756155386	21
0.6	-0.88931728405488	0.3	0.368602284014458	21
0.6	0.704928517007729	0.3	-1.30916887564081	21
0.6	-0.686693310742413	0.3	1.30352864140426	21
0.6	1.83778704449452	0.3	1.44820977862943	21
0.6	0.782025085341705	0.3	0.497676546890698	22
0.6	0.786913136803078	0.3	0.51647060442954	22
0.6	0.374960732150743	0.3	-0.0717912264755778	22
0.6	0.27110877070886	0.3	-0.0185753831070887	22
0.6	0.619528998987617	0.3	0.861108637560955	22
0.6	0.938088289423278	0.3	-0.220717712254536	22
0.6	-0.0260044483072397	0.3	0.66679261633058	22
0.6	1.42646422147681	0.3	0.508968833943465	22
0.6	0.694037336260083	0.3	1.18130347974915	22
0.6	1.15337311783652	0.3	1.0530042267305	22
0.6	1.55391765353759	0.3	0.715226992948991	22
0.6	0.224081797439462	0.3	-0.746681486005245	22
0.6	1.82158108163749	0.3	0.311991383532642	22
0.6	-0.0678237059868452	0.3	1.37963948275988	22
0.6	1.87813348753304	0.3	0.290799237417607	22
0.6	-0.870712264839054	0.3	0.207961998304991	22
0.6	-0.298644098436315	0.3	-0.876145756155386	22
0.6	-0.88931728405488	0.3	0.368602284014458	22
0.6	0.704928517007729	0.3	-1.30916887564081	22
0.6	-0.686693310742413	0.3	1.30352864140426	22
0.6	1.83778704449452	0.3	1.44820977862943	22
0.6	-0.929491608575424	0.3	1.16895596533851	22
0.6	0.782025085341705	0.3	0.497676546890698	23
0.6	0.786913136803078	0.3	0.51647060442954	23
0.6	0.374960732150743	0.3	-0.0717912264755778	23
0.6	0.27110877070886	0.3	-0.0185753831070887	23
0.6	0.619528998987617	0.3	0.861108637560955	23
0.6	0.938088289423278	0.3	-0.220717712254536	23
0.6	-0.0260044483072397	0.3	0.66679261633058	23
0.6	1.42646422147681	0.3	0.508968833943465	23
0.6	0.694037336260083	0.3	1.18130347974915	23
0.6	1.15337311783652	0.3	1.0530042267305	23
0.6	1.55391765353759	0.3	0.715226992948991	23
0.6	0.224081797439462	0.3	-0.746681486005245	23
0.6	1.82158108163749	0.3	0.311991383532642	23
0.6	-0.0678237059868452	0.3	1.37963948275988	23
0.6	1.87813348753304	0.3	0.290799237417607	23
0.6	-0.870712264839054	0.3	0.207961998304991	23
0.6	-0.298644098436315	0.3	-0.876145756155386	23
0.6	-0.88931728405488	0.3	0.368602284014458	23
0.6	0.704928517007729	0.3	-1.30916887564081	23
0.6	-0.686693310742413	0.3	1.30352864140426	23
0.6	1.83778704449452	0.3	1.44820977862943	23
0.6	-0.929491608575424	0.3	1.16895596533851	23
0.6	-0.138136937011948	0.3	1.92226746787974	23
0.6	0.782025085341705	0.3	0.497676546890698	24
0.6	0.786913136803078	0.3	0.51647060442954	24
0.6	0.374960732150743	0.3	-0.0717912264755778	24
0.6	0.27110877070886	0.3	-0.0185753831070887	24
0.6	0.619528998987617	0.3	0.861108637560955	24
0.6	0.938088289423278	0.3	-0.220717712254536	24
0.6	-0.0260044483072397	0.3	0.66679261633058	24
0.6	1.42646422147681	0.3	0.508968833943465	24
0.6	0.694037336260083	0.3	1.18130347974915	24
0.6	1.15337311783652	0.3	1.0530042267305	24
0.6	1.55391765353759	0.3	0.715226992948991	24
0.6	0.224081797439462	0.3	-0.746681486005245	24
0.6	1.82158108163749	0.3	0.311991383532642	24
0.6	-0.0678237059868452	0.3	1.37963948275988	24
0.6	1.87813348753304	0.3	0.290799237417607	24
0.6	-0.870712264839054	0.3	0.207961998304991	24
0.6	-0.298644098436315	0.3	-0.876145756155386	24
0.6	-0.88931728405488	0.3	0.368602284014458	24
0.6	0.704928517007729	0.3	-1.30916887564081	24
0.6	-0.686693310742413	0.3	1.30352864140426	24
0.6	1.83778704449452	0.3	1.44820977862943	24
0.6	-0.929491608575424	0.3	1.16895596533851	24
0.6	-0.138136937011948	0.3	1.92226746787974	24
0.6	-0.599228549405948	0.3	-1.04287045729132	24
0.6	0.782025085341705	0.3	0.497676546890698	25
0.6	0.786913136803078	0.3	0.51647060442954	25
0.6	0.374960732150743	0.3	-0.0717912264755778	25
0.6	0.27110877070886	0.3	-0.0185753831070887	25
0.6	0.619528998987617	0.3	0.861108637560955	25
0.6	0.938088289423278	0.3	-0.220717712254536	25
0.6	-0.0260044483072397	0.3	0.66679261633058	25
0.6	1.42646422147681	0.3	0.508968833943465	25
0.6	0.694037336260083	0.3	1.18130347974915	25
0.6	1.15337311783652	0.3	1.0530042267305	25
0.6	1.55391765353759	0.3	0.715226992948991	25
0.6	0.224081797439462	0.3	-0.746681486005245	25
0.6	1.82158108163749	0.3	0.311991383532642	25
0.6	-0.0678237059868452	0.3	1.37963948275988	25
0.6	1.87813348753304	0.3	0.290799237417607	25
0.6	-0.870712264839054	0.3	0.207961998304991	25
0.6	-0.298644098436315	0.3	-0.876145756155386	25
0.6	-0.88931728405488	0.3	0.368602284014458	25
0.6	0.704928517007729	0.3	-1.30916887564081	25
0.6	-0.686693310742413	0.3	1.30352864140426	25
0.6	1.83778704449452	0.3	1.44820977862943	25
0.6	-0.929491608575424	0.3	1.16895596533851	25
0.6	-0.138136937011948	0.3	1.92226746787974	25
0.6	-0.599228549405948	0.3	-1.04287045729132	25
0.6	-0.640186172942636	0.3	-1.0285467553487	25
0.6	0.782025085341705	0.3	0.497676546890698	26
0.6	0.786913136803078	0.3	0.51647060442954	26
0.6	0.374960732150743	0.3	-0.0717912264755778	26
0.6	0.27110877070886	0.3	-0.0185753831070887	26
0.6	0.619528998987617	0.3	0.861108637560955	26
0.6	0.938088289423278	0.3	-0.220717712254536	26
0.6	-0.0260044483072397	0.3	0.66679261633058	26
0.6	1.42646422147681	0.3	0.508968833943465	26
0.6	0.694037336260083	0.3	1.18130347974915	26
0.6	1.15337311783652	0.3	1.0530042267305	26
0.6	1.55391765353759	0.3	0.715226992948991	26
0.6	0.224081797439462	0.3	-0.746681486005245	26
0.6	1.82158108163749	0.3	0.311991383532642	26
0.6	-0.0678237059868452	0.3	1.37963948275988	26
0.6	1.87813348753304	0.3	0.290799237417607	26
0.6	-0.870712264839054	0.3	0.207961998304991	26
0.6	-0.298644098436315	0.3	-0.876145756155386	26
0.6	-0.88931728405488	0.3	0.368602284014458	26
0.6	0.704928517007729	0.3	-1.30916887564081	26
0.6	-0.686693310742413	0.3	1.30352864140426	26
0.6	1.83778704449452	0.3	1.44820977862943	26
0.6	-0.929491608575424	0.3	1.16895596533851	26
0.6	-0.138136937011948	0.3	1.92226746787974	26
0.6	-0.599228549405948	0.3	-1.04287045729132	26
0.6	-0.640186172942636	0.3	-1.0285467553487	26
0.6	1.68864025410009	0.3	2.0255713696967	26
0.6	0.782025085341705	0.3	0.497676546890698	27
0.6	0.786913136803078	0.3	0.51647060442954	27
0.6	0.374960732150743	0.3	-0.0717912264755778	27
0.6	0.27110877070886	0.3	-0.0185753831070887	27
0.6	0.619528998987617	0.3	0.861108637560955	27
0.6	0.938088289423278	0.3	-0.220717712254536	27
0.6	-0.0260044483072397	0.3	0.66679261633058	27
0.6	1.42646422147681	0.3	0.508968833943465	27
0.6	0.694037336260083	0.3	1.18130347974915	27
0.6	1.15337311783652	0.3	1.0530042267305	27
0.6	1.55391765353759	0.3	0.715226992948991	27
0.6	0.224081797439462	0.3	-0.746681486005245	27
0.6	1.82158108163749	0.3	0.311991383532642	27
0.6	-0.0678237059868452	0.3	1.37963948275988	27
0.6	1.87813348753304	0.3	0.290799237417607	27
0.6	-0.870712264839054	0.3	0.207961998304991	27
0.6	-0.298644098436315	0.3	-0.876145756155386	27
0.6	-0.88931728405488	0.3	0.368602284014458	27
0.6	0.704928517007729	0.3	-1.30916887564081	27
0.6	-0.686693310742413	0.3	1.30352864140426	27
0.6	1.83778704449452	0.3	1.44820977862943	27
0.6	-0.929491608575424	0.3	1.16895596533851	27
0.6	-0.138136937011948	0.3	1.92226746787974	27
0.6	-0.599228549405948	0.3	-1.04287045729132	27
0.6	-0.640186172942636	0.3	-1.0285467553487	27
0.6	1.68864025410009	0.3	2.0255713696967	27
0.6	-0.539083794010798	0.3	-1.40288483529908	27
0.6	0.782025085341705	0.3	0.497676546890698	28
0.6	0.786913136803078	0.3	0.51647060442954	28
0.6	0.374960732150743	0.3	-0.0717912264755778	28
0.6	0.27110877070886	0.3	-0.0185753831070887	28
0.6	0.619528998987617	0.3	0.861108637560955	28
0.6	0.938088289423278	0.3	-0.220717712254536	28
0.6	-0.0260044483072397	0.3	0.66679261633058	28
0.6	1.42646422147681	0.3	0.508968833943465	28
0.6	0.694037336260083	0.3	1.18130347974915	28
0.6	1.15337311783652	0.3	1.0530042267305	28
0.6	1.55391765353759	0.3	0.715226992948991	28
0.6	0.224081797439462	0.3	-0.746681486005245	28
0.6	1.82158108163749	0.3	0.311991383532642	28
0.6	-0.0678237059868452	0.3	1.37963948275988	28
0.6	1.87813348753304	0.3	0.290799237417607	28
0.6	-0.870712264839054	0.3	0.207961998304991	28
0.6	-0.298644098436315	0.3	-0.876145756155386	28
0.6	-0.88931728405488	0.3	0.368602284014458	28
0.6	0.704928517007729	0.3	-1.30916887564081	28
0.6	-0.686693310742413	0.3	1.30352864140426	28
0.6	1.83778704449452	0.3	1.44820977862943	28
0.6	-0.929491608575424	0.3	1.16895596533851	28
0.6	-0.138136937011948	0.3	1.92226746787974	28
0.6	-0.599228549405948	0.3	-1.04287045729132	28
0.6	-0.640186172942636	0.3	-1.0285467553487	28
0.6	1.68864025410009	0.3	2.0255713696967	28
0.6	-0.539083794010798	0.3	-1.40288483529908	28
0.6	1.89512566104502	0.3	2.00573852446226	28
0.6	0.782025085341705	0.3	0.497676546890698	29
0.6	0.786913136803078	0.3	0.51647060442954	29
0.6	0.374960732150743	0.3	-0.0717912264755778	29
0.6	0.27110877070886	0.3	-0.0185753831070887	29
0.6	0.619528998987617	0.3	0.861108637560955	29
0.6	0.938088289423278	0.3	-0.220717712254536	29
0.6	-0.0260044483072397	0.3	0.66679261633058	29
0.6	1.42646422147681	0.3	0.508968833943465	29
0.6	0.694037336260083	0.3	1.18130347974915	29
0.6	1.15337311783652	0.3	1.0530042267305	29
0.6	1.55391765353759	0.3	0.715226992948991	29
0.6	0.224081797439462	0.3	-0.746681486005245	29
0.6	1.82158108163749	0.3	0.311991383532642	29
0.6	-0.0678237059868452	0.3	1.37963948275988	29
0.6	1.87813348753304	0.3	0.290799237417607	29
0.6	-0.870712264839054	0.3	0.207961998304991	29
0.6	-0.298644098436315	0.3	-0.876145756155386	29
0.6	-0.88931728405488	0.3	0.368602284014458	29
0.6	0.704928517007729	0.3	-1.30916887564081	29
0.6	-0.686693310742413	0.3	1.30352864140426	29
0.6	1.83778704449452	0.3	1.44820977862943	29
0.6	-0.929491608575424	0.3	1.16895596533851	29
0.6	-0.138136937011948	0.3	1.92226746787974	29
0.6	-0.599228549405948	0.3	-1.04287045729132	29
0.6	-0.640186172942636	0.3	-1.0285467553487	29
0.6	1.68864025410009	0.3	2.0255713696967	29
0.6	-0.539083794010798	0.3	-1.40288483529908	29
0.6	1.89512566104502	0.3	2.00573852446226	29
0.6	-1.47279140772793	0.3	-0.784058431256027	29
0.6	0.782025085341705	0.3	0.497676546890698	30
0.6	0.786913136803078	0.3	0.51647060442954	30
0.6	0.374960732150743	0.3	-0.0717912264755778	30
0.6	0.27110877070886	0.3	-0.0185753831070887	30
0.6	0.619528998987617	0.3	0.861108637560955	30
0.6	0.938088289423278	0.3	-0.220717712254536	30
0.6	-0.0260044483072397	0.3	0.66679261633058	30
0.6	1.42646422147681	0.3	0.508968833943465	30
0.6	0.694037336260083	0.3	1.18130347974915	30
0.6	1.15337311783652	0.3	1.0530042267305	30
0.6	1.55391765353759	0.3	0.715226992948991	30
0.6	0.224081797439462	0.3	-0.746681486005245	30
0.6	1.82158108163749	0.3	0.311991383532642	30
0.6	-0.0678237059868452	0.3	1.37963948275988	30
0.6	1.87813348753304	0.3	0.290799237417607	30
0.6	-0.870712264839054	0.3	0.207961998304991	30
0.6	-0.298644098436315	0.3	-0.876145756155386	30
0.6	-0.88931728405488	0.3	0.368602284014458	30
0.6	0.704928517007729	0.3	-1.30916887564081	30
0.6	-0.686693310742413	0.3	1.30352864140426	30
0.6	1.83778704449452	0.3	1.44820977862943	30
0.6	-0.929491608575424	0.3	1.16895596533851	30
0.6	-0.138136937011948	0.3	1.92226746787974	30
0.6	-0.599228549405948	0.3	-1.04287045729132	30
0.6	-0.640186172942636	0.3	-1.0285467553487	30
0.6	1.68864025410009	0.3	2.0255713696967	30
0.6	-0.539083794010798	0.3	-1.40288483529908	30
0.6	1.89512566104502	0.3	2.00573852446226	30
0.6	-1.47279140772793	0.3	-0.784058431256027	30
0.6	-1.68685285189353	0.3	-0.220034881663682	30
