size	alpha	fill	x	y	showSelected1	showSelected2
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	5	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	5	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	5	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	5	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	5	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	5	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	5	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	5	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	5	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	6	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	6	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	6	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	6	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	6	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	6	second class
2.5	0.3	#00BFC4	-0.0260044483072397	0.66679261633058	6	second class
2.5	0.3	#00BFC4	1.42646422147681	0.508968833943465	6	second class
2.5	0.3	#00BFC4	0.694037336260083	1.18130347974915	6	second class
2.5	0.3	#00BFC4	1.15337311783652	1.0530042267305	6	second class
2.5	0.3	#00BFC4	1.55391765353759	0.715226992948991	6	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	6	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	6	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	6	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	6	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	6	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	6	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	6	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	6	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	6	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	6	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	6	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	6	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	6	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	6	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	6	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	6	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	6	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	6	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	6	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	6	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	6	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	6	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	6	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	6	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	6	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	6	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	6	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	6	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	6	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	7	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	7	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	7	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	7	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	7	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	7	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	7	second class
2.5	0.3	#00BFC4	1.42646422147681	0.508968833943465	7	second class
2.5	0.3	#00BFC4	0.694037336260083	1.18130347974915	7	second class
2.5	0.3	#00BFC4	1.15337311783652	1.0530042267305	7	second class
2.5	0.3	#00BFC4	1.55391765353759	0.715226992948991	7	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	7	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	7	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	7	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	7	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	7	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	7	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	7	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	7	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	7	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	7	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	7	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	7	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	7	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	7	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	7	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	7	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	7	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	7	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	7	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	7	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	7	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	7	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	7	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	7	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	7	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	7	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	7	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	7	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	7	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	8	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	8	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	8	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	8	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	8	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	8	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	8	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	8	second class
2.5	0.3	#00BFC4	0.694037336260083	1.18130347974915	8	second class
2.5	0.3	#00BFC4	1.15337311783652	1.0530042267305	8	second class
2.5	0.3	#00BFC4	1.55391765353759	0.715226992948991	8	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	8	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	8	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	8	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	8	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	8	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	8	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	8	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	8	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	8	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	8	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	8	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	8	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	8	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	8	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	8	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	8	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	8	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	8	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	8	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	8	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	8	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	8	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	8	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	8	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	8	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	8	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	8	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	8	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	8	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	9	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	9	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	9	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	9	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	9	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	9	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	9	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	9	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	9	second class
2.5	0.3	#00BFC4	1.15337311783652	1.0530042267305	9	second class
2.5	0.3	#00BFC4	1.55391765353759	0.715226992948991	9	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	9	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	9	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	9	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	9	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	9	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	9	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	9	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	9	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	9	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	9	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	9	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	9	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	9	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	9	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	9	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	9	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	9	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	9	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	9	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	9	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	9	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	9	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	9	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	9	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	9	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	9	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	9	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	9	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	9	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	10	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	10	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	10	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	10	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	10	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	10	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	10	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	10	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	10	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	10	second class
2.5	0.3	#00BFC4	1.55391765353759	0.715226992948991	10	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	10	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	10	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	10	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	10	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	10	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	10	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	10	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	10	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	10	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	10	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	10	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	10	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	10	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	10	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	10	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	10	first class
