x	y	label	showSelected1
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 6 | Predicted: first class	34
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 7 | Predicted: first class	35
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 8 | Predicted: first class	36
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 9 | Predicted: first class	37
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 10 | Predicted: first class	38
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 15 | Predicted: first class	39
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 20 | Predicted: first class	40
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 25 | Predicted: first class	41
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 30 | Predicted: first class	42
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 1 | Predicted: second class	43
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 2 | Predicted: second class	44
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 3 | Predicted: second class	45
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 4 | Predicted: second class	46
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 5 | Predicted: second class	47
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 6 | Predicted: second class	48
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 7 | Predicted: second class	49
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 8 | Predicted: second class	50
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 9 | Predicted: second class	51
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 10 | Predicted: second class	52
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 15 | Predicted: second class	53
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 20 | Predicted: second class	54
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 25 | Predicted: second class	55
0.141103958368654	3.66929062242358	Test Point 4/5 | k = 30 | Predicted: second class	56
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 1 | Predicted: second class	57
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 2 | Predicted: first class	58
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 3 | Predicted: second class	59
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 4 | Predicted: first class	60
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 5 | Predicted: second class	61
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 6 | Predicted: first class	62
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 7 | Predicted: first class	63
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 8 | Predicted: first class	64
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 9 | Predicted: second class	65
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 10 | Predicted: first class	66
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 15 | Predicted: first class	67
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 20 | Predicted: first class	68
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 25 | Predicted: first class	69
0.141103958368654	3.66929062242358	Test Point 5/5 | k = 30 | Predicted: first class	70
